DISEASES_spacy,DRUGS_spacy,DISEASES_BERT,DRUGS_BERT
sinus tachycardia,,,
tachycardia,,,
,diltizem,,
,heparin,,
,lasix,,
atrial fibrillation,diltiazem,,
,lasix,,
chest pain,aspirin,,
atrial fibrillation,lasix,,
hypoxia,,,
congestive heart failure,,,
chest pain,,,
troponins,,,
,lasix,,
,metoprolol,,
,isosorbide mononitrate,,
,furosemide,,
,glyburide,,
,levothyroxine sodium,,
,valsartan,,
,metoprolol succinate,,
,pravastatin,,
,allopurinol,,
arthritis diltiazem,dabigatran etexilate,,
gastrointestinal bleed,colchicine,,
atrial fibrillation,,,
hospital loss anemia,,,
chronic pulmonary edema,,,
abdominal hernia,,,
vessel disease,,,
pneumothorax,,,
bibasal atelectasis,,,
pleural effusion,,,
fracture,,,
pneumothorax,,,
fracture,,,
pleural effusions,,,
atelectasis,,,
depressed lvef right ventricle normal rv chamber size and free wall motion aorta normal ascending aorta,,,
atheroma,,,
mitral annular calcification,,,
thickening of mitral valve chordae,,,
pericardial effusion,,,
atrial septal defect,,,
depressed lvef right ventricular chamber size and free wall motion,,,
atheroma,,,
aortic valve stenosis,,,
aortic regurgitation,,,
mitral regurgitation,,,
pericardial effusion,,,
bleeding,glucose,,
hypotension,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,propofol,,
,nitroglycerin,,
,propofol,,
,humulin,,
,qam humulin,,
,metoprolol,,
,plavix,,
bleeding niddm htn,V5866,,
chol glaucoma gerd cri,,,
pulmonary artery sarcoma,,,
cough,,,
cough,,,
cough,,,
dry cough,,,
pulmonary artery sarcoma,,,
bronchial artery transpleural,,,
pulmonary artery obstruction,,,
effusion,,,
tumor,,,
necrosis,,,
tumor,,,
pleural effusion,,,
vascular congestion,,,
emphysema,,,
nary artery sarcoma,,,
pain,,,
pain,morphine,,
tachycardia,oxycodone,,
,tylenol,,
aggressive pulmonary toilet,oxygen,,
,oxygen,,
,lasix,,
hyponatremic,,,
infection,,,
hemorrhage,heparin,,
pain,,,
pulmonary artery sarcoma hyperlipidemia,qhs omeprazole,,
lung cancer dvt,,,
chest pain,,,
chest pain,,,
pain,,,
pain,,,
pain,morphine,,
nausea vomitting abdominal pain,glucose urea,,
dizziness,creat sodium potassium chloride,,
pleural effusion,nitrite,,
,glucose,,
,ketone,,
,bilirubin,,
lymphadenopathy,,,
pleural effusion,,,
effusion,,,
hemorrhage,,,
hazy,,,
diverticulosis,,,
lymphadenopathy,,,
lymphadenopathy,,,
fractures,,,
hemorrhage,,,
pleural effusion,,,
abdominal abnormalities,,,
inferior myocardial wall perfusion,,,
inferior wall hypokinesis calculated lvef brief hospitalhospital course a p yo m with lung cancer dvt,,,
chest pain shortness of bre,,,
chest pain ischemia,statin plavix,,
pain,plavix,,
pain,,,
hemothorax,,,
edema,,,
swelling,lasix,,
effusion,,,
hemothorax shortness of breath loculated effusion,,,
pleural effusion,,,
shortness of breath,,,
serous exudative fluid,,,
hemothorax,,,
bleed,,,
serous,,,
hemothorax,heparin,,
,coumadin,,
,coumadin qday lung cancer,,
pleural effusion,lipitor,,
htn,plavix,,
,losartan,,
,lasix,,
,atenolol,,
illness yo man with h o metastatic huerthle cell cancer of thyroid with known mets,,,
biliary stricture,,,
bleeding,,,
fever,,,
chills,,,
emesis,,,
anemia,,,
febrile,flagyl,,
nausea vomiting,protonix,,
marinol constipation,glucose,,
cough,creat na,,
phlegm,glucose,,
,creat na,,
,calcium,,
,calcium,,
,calcium,,
,lactate,,
,lactate,,
,lactate,,
,nitrite,,
,glucose,,
clostridium difficile,,,
clostridium difficile,,,
pleural opacities,vancomycin,,
pleural effusions,,,
opacity,,,
atelectasis,,,
opacity,,,
pleural thickening,,,
atelectasis,,,
pneumothorax,,,
malignancy,,,
pleural opacity,,,
opacity,,,
volume loss,,,
opacity,,,
pleural effusions,,,
atelectasis,,,
intrahepatic biliary duct dilatation,,,
hydronephrosis,,,
hemorrhagic,,,
colonic obstruction,,,
femoral head right iliac crest left l vertebral,,,
hemorrhagic,,,
pleural effusions,,,
opacity,,,
atelectasis,,,
intrahepatic biliary ductal dilatation,,,
pneumobilia,,,
left lobe ill,,,
opacification,,,
mets,,,
ascites,,,
ascites,,,
hemorrhage,,,
diverticulosis,,,
diverticulitis,,,
lymphadenopathy,,,
edema,,,
hemoperitoneum,,,
intrahepatic biliary ductal dilation,,,
stenosis,,,
stenosis,,,
atrial septal defect,,,
lv diastolic dysfunction right ventricular chamber size and free wall motion,,,
aortic valve stenosis trace aortic regurgitation,,,
mitral valve prolapse,,,
pericardial effusion,,,
hepatic metastatic disease,,,
blood loss anemia,,,
bleeding,,,
emesis,,,
tumor,,,
hemoperitoneum,flagyl pulmonay,,
tumor bleeding,,,
cholangitis,,,
colitis,,,
diarrhea,,,
thrombocytopenia,,,
tumor,,,
hypothyroidism,,,
hypotension tachycardia,,,
pain,,,
arthritis pain,metformin,,
death,doxazosin,,
thyroid cancer c,ferrous gluconate,,
colitis,ibuprofen,,
,albuterol,,
,benzonatate,,
intestinal obstruction hypotension,,,
diabetes charcots foot s p multiple surgeries,,,
infection,,,
nausea vomiting,,,
bilious,lantus insulin,,
cough,,,
fatigue,,,
pain,,,
redness,,,
cellulitis,,,
diabetic ketoacidosis,glucose,,
cellulitis,anion,,
infection,lactate,,
,ketones,,
,vancomycin,,
,vancomycin,,
osteolysis,,,
infection,,,
,glucose ketones,,
,vanco,,
,glucose,,
,creat na,,
corynebacterium,,,
skin ulcer,,,
osteolysis,,,
osteomyelitis,,,
osteolysis,,,
infection,,,
neuropathic,,,
pneumonia,,,
pneumonia,,,
diabetes charcots foot s p multiple surgeries,,,
infections,,,
left foot cellulitis ulceration,,,
cellulitis,,,
nausea vomiting,,,
bilious,,,
cough,,,
fatigue,,,
pain,,,
redness,,,
cellulitis,,,
cellulitis,vancomycin,,
osteolysis,,,
infection,,,
allergic reaction,vancomycin,,
ulcer,,,
abscess,,,
pain,sensitivites,,
diabetic ketoacidosis,cipro meropenum,,
,ceftriaxone,,
,cipro,,
,cocci,,
,keflex,,
,qid,,
diabetic ketoacidosis,glucose,,
,anion,,
,lactate,,
,ketones,,
,lantus insulin,,
,glucose,,
anemia,lantus,,
ulcer,glucose,,
,glucose,,
anemia,iron,,
a drug reaction,ferrous sulfate,,
erythema multiforme,,,
allergy,hydroxyzine,,
allergy,lisinopril,,
diabetic ketoacidosis diabetic foot ulcer infection,,,
charcot,,,
rash,,,
chest pain,integrilin,,
nausea,heparin,,
,plavix,,
coronary artery disease,glucose,,
ischemia,creat na,,
chest pain,,,
vessel coronary artery disease,,,
myocardial,,,
vessel disease,lidocaine,,
stenosis,,,
aneurysmal lesion,,,
thrombotic,,,
chest pain,lidocaine,,
,heparin,,
,heparin,,
cardiomegaly,,,
atelectasis,,,
pleural effusion,,,
pleural effusion,,,
regional lv systolic dysfunction,,,
depressed,,,
depressed,,,
valvular regurgitation right ventricle normal rv chamber size focal apical hypokinesis of rv free wall aorta,,,
calcifications,,,
atheroma,,,
atheroma,,,
thoracic aorta,,,
pulmonic valve pulmonary artery physiologic normal pr pericardium no pericardial effusion,,,
patent foramen ovale,,,
left ventricular systolic dysfunction,,,
depressed,,,
depressed,,,
valvular regurgitation right ventricular chamber size is normal there is modertate focal hypokinesis of the apical free wall of the right ventricle the ascending aorta,,,
atheroma,,,
aortic valve stenosis trace aortic regurgitation,,,
mitral regurgitation,phenylephrine,,
pericardial effusion,epinephrine,,
,epinephrine phenylephrine,,
,propofol,,
,epinephrine,,
coronary artery disease,topamax,,
acute coronary syndrome s p coronary artery bypass graft primary medical history,zantac,,
hypertension depression,,,
apnea,,,
cpap familial tremor gastritis gastric esophageal reflux disease,,,
htn,,,
pulmonary embolism neurofibromatosis alcohol abuse,,,
chest pain,,,
nausea,,,
diaphoresis,,,
pain,,,
occlusion,heparin,,
bleed,reopro,,
,plavix,,
,dopamine,,
,heparin,,
hematemesis,cocaine,,
nausea and vomiting,,,
claudication,,,
,sodium potassium chloride,,
,ethanol,,
,glucose urea,,
,creat sodium potassium chloride,,
ventricular couplets,,,
anterior myocardial infarction,,,
multi vessel disease,,,
stenosis,nal,,
femoral disease,dopamine,,
left ventricular systolic dysfunction,dopamine,,
thrombi,,,
aortic regurgitation,,,
aortic valve stenosis,,,
mitral regurgitation,,,
impaired relaxation,,,
pericardial effusion,dopamine,,
tamponade,levophed,,
neurofibromatosis htn hypothyroidism,,,
hypotension,,,
hypotension,,,
hypotensive,,,
hypotension,uptitration,,
sepsis,pressors,,
adrenal insufficiency,cortisol,,
,dopamine,,
hypotension,carvedilol,,
hypotension,lisinopril,,
shock,potassium,,
respiratory alkalosis,,,
metabolic acidemia,,,
shock,,,
hypotension,,,
metabolic disturbance,plavix,,
adrenal insufficiency,,,
ischemia,,,
hypotension,carvedilol,,
tumor,lisinopril,,
malignancy,,,
hypotensive,dopamine,,
hypotension,carvedilol,,
sinus tachycardia,lisinopril,,
,dopamine,,
,dopamine,,
,uptitration,,
,carvedilol,,
vessel disease,,,
iliac disease,,,
claudication,,,
malignancy,,,
hypothyroidism,levothyroxine,,
,levothyroxine,,
chest pain,albuterol,,
bleeding,,,
myocardial infarction maligna,,,
tumor hypothyroidism neurofibromatosis cardiogenic shock,alcohol,,
bleeding,,,
alcohol abuse,,,
seizures,,,
intracranial abnormalities,ethanol,,
,folate,,
,thiamine,,
,glucose urea,,
,creat sodium potassium chloride,,
,lactate,,
,ethanol,,
,cocaine,,
,nitrite,,
,glucose ketone bilirubin,,
intracranial abnormality,alcohol,,
fatty infiltration,intoxicated,,
pancreatic calcifications,,,
pancreatitis,,,
pancreatitis,,,
seizures,,,
diabetic ketoacidosis,ketones,,
diabetic ketoacidosis,combination of alcoholic,,
pancreatitis,insulin,,
pain,,,
pancreatitis,,,
pain,,,
pain,alcohol,,
pain,,,
pain,,,
pain,,,
thrombocytopenia,,,
cirrhosis,,,
cellulitis abscess infection,insulin,,
diabetes mellitus,lantus,,
,nicotine,,
pancreatitis,,,
depression diabetes mellitus,,,
"insulin hepatitis c genotype discharge 29181, 25012, 5770, 5771, 6824, 30301, 2875, 07054, 78052, 3051, V5867, 311, V600 291, 250, 577, 577, 682, 303, 287, 070, 780, 305, V58, 311",,,
meningitis,tylenol,,
complaint of fever,,,
pain,,,
photophobia,,,
nad neck stiffness,,,
chills,glucose,,
hypotension,vanco,,
,lactate,,
,lactate,,
,glucose,,
bacterial meningitis,lactate,,
septic shock,nitrite,,
,glucose,,
,ketone,,
,bilirubin,,
,lactate,,
,glucose urea,,
,creat sodium potassium chloride,,
,calcium phosphate magnesium,,
hyponatremia,lactate,,
metabolic acidosis anemia,vanco,,
septic shock,,,
infection,,,
hypotension,,,
bacteremia hyponatremia,vanco,,
hypovolemia,cefpodoxime,,
infection,sodium,,
liver disease,,,
infection,,,
hypovolemic,,,
prerenal,creatinine,,
anemia,,,
hiv hepatitis,,,
metabolic acidosis,,,
sepsis,,,
infection,,,
hepatitis,,,
sore,abacavir sulfate,,
,efavirenz,,
,qhs lamivudine,,
,nadolol,,
,temazepam,,
,qhs tenofovir,,
,tobradex,,
,gtts,,
,zoloft,,
bacteremia sepsis,hepatitis b hepatitis c,,
infection,dm,,
nonbloody,,,
abdominal pain,vancomycin,,
abdominal pain,cefepime,,
diarrhea,,,
fever,,,
febrile,,,
pancolitis,,,
diarrhea,nitazoxanide,,
,flagyl,,
watery,ginger,,
abdominal pain,glucose urea,,
nausea vomiting,creat sodium potassium chlo,,
colitis,glucose urea,,
,creat sodium potassium chloride,,
,lactate,,
,calcium phosphate magnesium,,
,glucose urea,,
,creat sodium potassium chloride,,
leukocytosis,vancomycin cefepime,,
pancolitis,flagyl,,
wihtout,lactate,,
diarrhea,flagyl,,
dysplasia,,,
inflammation,,,
bacteremia,,,
pneumoniae,vancomycin,,
infectious disease,tte,,
,ceftriaxone,,
,cholestyramine ursodiol,,
ascites,spironolactone,,
,spironolactone,,
,lasix,,
ascites,ceftriaxone,,
hypoglycemic,cholestyramine ursodiol,,
hypoglycemic,glargine,,
asthma,albuterol pulmicort,,
coagulopathy,tiotropium,,
liver disease,albuterol,,
infectious disease,budesonide pulmicort,,
,cholestyramine aspartame,,
,fluticasone salmeterol,,
,diskus,,
,aspart,,
,glargine lantus,,
,morphine,,
,nitazoxanide,,
,omeprazole,,
,oxycodone,,
,promethazine,,
,spironolactone,,
,tiotropium bromide,,
,spiriva,,
,handihaler,,
,ursodiol,,
diarrhea,,,
fever,,,
cough,,,
cough,,,
fits,reglan,,
nausea,,,
diarrhea,,,
sore throat chills abdominal pain dysuria,,,
lightheadedness,,,
achiness,,,
fever,,,
chest pain,levofloxacin,,
abdominal pain sweats,flagyl,,
,vancomycin,,
tortuosity,,,
atelectasis,,,
pleural thickening,,,
bibasilar atelectasis,,,
pericardial effusion,,,
effusion,,,
left diaphragmatic paraesophageal,,,
lymphadenopathy,,,
left diaphragmatic paraesophageal,,,
renal cell carcinoma neoplastic involvement,,,
pleural thickening,,,
atelectasis,,,
cardiomegaly,,,
pneumothorax,,,
congestive failure,,,
pleural effusion,,,
cardiomegaly,,,
pneumonia,,,
sinus tachycardia,,,
aortic regurgitation,,,
pericardial effusion,,,
effusion,,,
tamponade,,,
pericardiocentesis,,,
pericardiocentesis,,,
effusion,,,
effusion,,,
effusion,glucose urea,,
tamponade,creat sodium potassium chloride,,
pericardiocentesis,lactate,,
pericardial effusion,nitrite,,
tamponade,glucose,,
,ketone,,
,bilirubin,,
pericardial effusion,,,
appointement,,,
left paraesophageal diaphragmatic,,,
pericardial effusion,,,
uremic effusion,,,
effusion,,,
pericardial effusion,tte,,
pericardiocentesis,,,
fever,vancomycin levo,,
fever,flagyl,,
cough,,,
pneumonia,tylenol,,
bacteremia,,,
infection,,,
fever,,,
fever,,,
effusion,,,
effusion,,,
febrile,,,
renal cell carcinoma this was also considered as a possible source of fevers rcc,,,
lightheadedness,,,
fistula,,,
thrombosed,,,
fistula,,,
thrombosis,,,
hypoxia,calcium carbonate,,
chest pain,,,
pneumonia,,,
dyspnea,,,
pneumonia,,,
pulmonary edema,,,
pleural effusion,,,
anemia,oxygen,,
anemia,,,
pericardiocentesis,,,
nausea,,,
diarrhea,,,
nausea,,,
gastroparesis,,,
tussive nausea,,,
emesis,reglan,,
vomiting,,,
nausea,,,
nausea and vomiting,,,
orthostatic,antidepressant,,
depression,,,
depression,zoloft,,
nausea vomiting,valsartan,,
diarrhea,diltiazem,,
hypertension,amlodipine,,
,valsartan,,
tamponade,amlodipine,,
pericardial effusion,glipizide,,
diabetes,lantus,,
gout,allopurinol,,
,qod,,
,hepatitis c viral load,,
,heparin,,
,aspirin,,
fever,allopurinol,,
pericardial effusion,qod valsartan,,
fistula,amlodipine,,
anemia diabetes,diltiazem,,
,glipizide,,
,lantus,,
astname,lovenox,,
knee swelling,coumadin,,
swelling,coumadin,,
pain,,,
bleeding,,,
chills,calcium phosphate magnesium,,
,glucose urea,,
,creat sodium potassium chloride,,
,nitrite,,
,glucose,,
,ketone,,
,bilirubin,,
right knee infection s p removal of hardware and placement of antibiotic spacer,,,
bacteremia,tte,,
endocarditis,na,,
,tte,,
calcifications,,,
coarctation aortic valve mildly thickened aortic valve leaflets,,,
mitral valve,,,
mitral annular calcification,,,
thickening of mitral valve chordae,,,
hypertension,pda pericardium,,
pericardial effusion,,,
ventricular hypertrophy,,,
ventricular septal defect right ventricular chamber size and free wall motion,,,
aortic stenosis,,,
aortic regurgitation,,,
mitral valve prolapse,,,
mitral regurgitation,,,
mitral regurgitation,,,
tricuspid regurgitation,,,
pulmonary artery systolic hypertension,,,
pericardial effusion,,,
infection,vitamin k,,
bacteremia,vancomycin,,
febrile,ceftriaxone,,
hypotensive,,,
,vanco,,
,ceftriaxone,,
pain,amlodipine,,
,ciprofloxacin,,
knee arthroplasty,metoprolol succinate,,
,oxybutynin chloride,,
,warfarin,,
,aspirin aspirin,,
,"99591, 2851",,
pancreatic cancer,V1005,,
anastamotic,,,
bleeding,,,
ulcer,,,
hematemesis,,,
obstructive jaundice,,,
hypotensive,,,
hypotensive,protonix,,
,morphine,,
,lactate,,
unresectable cancer,levo,,
hypotensive,,,
tachy,,,
,glucose,,
,creat na,,
,glucose lactate,,
pleural effusion,,,
pneumothorax,,,
pancreatic cancer,levophed,,
hematemesis,,,
hematemesis,,,
shock,levophed,,
,dopamine,,
,calcium,,
asystolic arrest,,,
death,,,
cardiopulmonary arrest,,,
death,,,
pancreatic cancer,,,
death,,,
blood loss,,,
hiccups oxycodone,lisinopril,,
pain,lorazepam ativan,,
,metoprolol succinate,,
,olanzapine zyprexa,,
constipation,prochlorperazine maleate,,
cardiopulmonary arrest acute blood loss pancreatic cancer,aspirin,,
,docusate sodium,,
paranoid schizophrenia htn,,,
pneumonia,,,
sudden shortness of breath wheezing,,,
cough,,,
somnolent,levofloxacin,,
rhonchorous breath,methylprednisolone,,
,norepinephrine,,
,propofol,,
,fentanyl,,
,vancomycin levofloxacin,,
respiratory distress,steroids,,
fever chills,,,
sweats,,,
weight loss,,,
headache,,,
sinus tenderness rhinorrhea,,,
congestion,,,
cough shortness of breath,,,
wheezing,,,
chest pain,,,
nausea,,,
diarrhea constipation,glucose,,
abdominal pain,creat na,,
dysuria,calcium,,
arthralgias,lactate,,
myalgias,,,
rashes,,,
volume overload,,,
cardiomegaly,,,
intraatrial or pulmonary arterial shunting normal left ventricular cavity size and mild symmetric hypertrophy,,,
left ventricular systolic function,,,
volume overload,,,
copd vs pulmonary embolus,,,
infection,,,
hypertension,,,
pericardial effusion,,,
tamponade,,,
pulmonary embolism,,,
pneumonia,,,
atelectasis,,,
pleural effusions,,,
effusion,,,
schizophrenia,,,
respiratory failure,,,
pneumonia,,,
hypercarbic respiratory failure,,,
copd and obstructive sleep apnea,,,
obesity hypoventilation syndrome,vancomycin,,
pneumonia,lasix,,
respiratory failure,albuterol,,
pneumonia,ipratropium,,
copd b,,,
schizophrenia,lisinopril,,
htn,,,
pneumonia,,,
copd obstructive sleep,,,
apnea,,,
iddm,,,
htn,,,
fever,,,
pain,,,
chills,,,
abdominal pain,,,
nausea vomiting,,,
nausea,,,
fevers,,,
pain,,,
headache,,,
photophobia,,,
dysuria,lactate,,
febrile,polys,,
hypertensive,flagyl,,
sepsis,,,
sepsis,lactate,,
peritonitis,glucose urea,,
,creat sodium potassium chloride,,
,lactate,,
,glucose lactate,,
,glucose lactate,,
,nitrite,,
,glucose,,
,ketone,,
,bilirubin,,
ascites,lactate,,
ascites,lactate,,
,glucose urea,,
,creat sodium potassium chloride,,
,potassium,,
,cholest,,
htn,ceftazadine,,
fever,vancomycin,,
abdominal pain,ceftazidine,,
peritonitis,,,
peritonitis,,,
peritonitis,vancomycin,,
abscess,ceftazadine,,
focal bowel abnormality,lactate fever,,
sepsis,,,
sepsis,,,
leukocytosis,vancomycin,,
sepsis,ceftazidine,,
htn,betablocker,,
hypertensive,lisinopril,,
pain fever,,,
sepsis,,,
anemia,ppx,,
hyperlipidemia,heparin,,
diabetic diet,,,
peritonitis,cations,,
,atenolol atorvastatin clonazepam,,
,docusate epogen,,
,minoxidil mirtazepine,,
,rocaltrol,,
,dm,,
retinopathy nephropathy gastroparesis,nyquil,,
nausea and vomiting,,,
nausea vomiting,,,
diarrhea,,,
diarrhea,,,
nasal congestion,,,
cough,,,
chills,,,
abdominal pain nausea or vomiting,,,
swelling,,,
headache,,,
nausea and vomiting,ceftriaxone,,
gastroparesis,zofran,,
,ativan,,
,tylenol,,
nausea pain,nitrofurantoin,,
command voice touch,humalog,,
acidosis,,,
tachypnea,,,
headache,,,
fever,sterday,,
sweats,,,
weight loss,,,
sinus tenderness rhinorrhea,,,
congestion,,,
shortness of breath,,,
chest pain,,,
tightness palpitations,,,
dysuria,,,
arthralgias,,,
myalgias,,,
atelectasis,glucose,,
infection,creat na,,
pneumonia,calcium,,
pulmonary edema,lactate,,
,glucose,,
,creat na,,
pneumothorax,,,
pleural effusion,,,
pleural effusions,,,
pneumonia,,,
pulmonary edema,,,
pericardial effusion anasarca,,,
ascites,,,
fracture,,,
fractures,,,
mitral regurgitation,,,
pericardial effusion,,,
tamponade left pleural effusion,,,
pulmonary artery systolic pressure,,,
pericardial effusion,,,
pulmonary artery systolic,,,
hypertension,,,
pleural effusion,,,
gastroparesis,,,
hemophilia htn,,,
nausea and vomiting,,,
nausea vomiting diarrhea,ativan,,
pneumonia,,,
heart failure,,,
acute kidney injury,,,
nausea,,,
hypoxia,,,
trate hypoxia,bactrim,,
hypercarbia,,,
acidosis,,,
dysuria,,,
diarrhea,,,
renal failure,,,
lethargy,,,
fever,,,
cough,,,
diarrhea,,,
allergies,vancomycin,,
pneumonia,desaturated,,
pneumonia,,,
hypoglycemia,azithromycin,,
diarrhea,lasix,,
nausea vomiting,,,
fevers,oxygen,,
drug fever,vancomycin,,
thrombocytosis,,,
illness,lantus,,
,iron,,
diarrhea,,,
nausea vomiting,,,
gastroparesis,,,
renal failure,,,
hyperkalemia,,,
low mood,zoloft,,
resis,amlodipine,,
pneumonia,,,
depression,,,
constipation,torsemide,,
insomnia vitamin d,sertraline,,
,simvastatin,,
,ferrous sulfate,,
,iron,,
,metoprolol tartrate,,
nausea,gabapentin,,
